amendment_indicator,back_reference_schedule_name,back_reference_transaction_id,candidate_first_name,candidate_id,candidate_middle_name,candidate_name,candidate_office,candidate_office_district,candidate_office_state,candidate_party,candidate_prefix,candidate_suffix,category_code,committee,committee_id,dissemination_date,entity_type,expenditure_amount,expenditure_date,expenditure_description,file_number,filer_first_name,filer_last_name,filer_middle_name,filer_prefix,filer_suffix,filing,filing_form,image_number,is_notice,line_number,load_timestamp,memo_code,memo_text,most_recent,notary_sign_date,office_total_ytd,payee_city,payee_first_name,payee_last_name,payee_middle_name,payee_name,payee_prefix,payee_state,payee_street_1,payee_street_2,payee_suffix,payee_zip,pdf_url,related_line_number,report_type,support_oppose_indicator,transaction_id
A,,,Joseph,H2WA03100,,Kent,H,03,WA,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,456831,,Television Advertising - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430095,True,24,2024-09-12T22:16:46,,,True,,1147675.1,Washington,,Waterfront Strategies,,"Waterfront Strategies,",,DC,3050 K St NW,Ste 100,,200075161,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430095,75,F24N,O,500528336
A,,,Jennifer,H2VA02064,,Kiggans,H,02,VA,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,144720,,Television Advertising - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430095,True,24,2024-09-12T22:16:46,,,True,,409973.6,Washington,,Waterfront Strategies,,"Waterfront Strategies,",,DC,3050 K St NW,Ste 100,,200075161,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430095,74,F24N,O,500528335
A,,,Brandon,H2NY22212,M.,Williams,H,22,NY,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,47600,,Digital Advertising - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430098,True,24,2024-09-12T22:16:46,,,True,,461031.25,Washington,,Wavelength Strategy LLC,,"Wavelength Strategy LLC,",,DC,712 H St NE,Unit 526,,200023627,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430098,80,F24N,O,500528342
A,,,David,H2CA20094,,Valadao,H,22,CA,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,14415,,Media Production - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430071,True,24,2024-09-12T22:16:46,,,True,,420674.25,Washington,,Sena Kozar Strategies,,"Sena Kozar Strategies,",,DC,3723 Jenifer St NW,,,200151805,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430071,27,F24N,O,500528288
A,,,Zach,H2IA03119,,Nunn,H,03,IA,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,40000,,Digital Advertising - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430082,True,24,2024-09-12T22:16:46,,,True,,453037.65,Berkeley,,Trilogy Interactive LLC,,"Trilogy Interactive LLC,",,CA,2052 University Ave,Ste 600,,947041006,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430082,48,F24N,O,500528347
A,,,John,H2CA13131,,Duarte,H,13,CA,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,14256,,Radio Advertising - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430087,True,24,2024-09-12T22:16:46,,,True,,868166.16,Washington,,Waterfront Strategies,,"Waterfront Strategies,",,DC,3050 K St NW,Ste 100,,200075161,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430087,58,F24N,O,500528306
A,,,Timothy Gabriel,H4CO08034,Joseph,Evans,H,08,CO,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,5769,,Digital Production - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430066,True,24,2024-09-12T22:16:46,,,True,,563795.51,Washington,,Gambit Strategies LLC,,"Gambit Strategies LLC,",,DC,2939 Van Ness St NW,Apt 1006,,200084605,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430066,16,F24N,O,500528261
A,,,Timothy Gabriel,H4CO08034,Joseph,Evans,H,08,CO,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,19324,,Digital Production - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430069,True,24,2024-09-12T22:16:46,,,True,,563795.51,San Antonio,,"Pescador Public Strategies, LLC",,"Pescador Public Strategies, LLC,",,TX,4007 McCullough Ave,Ste 168,,782122420,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430069,22,F24N,O,500528283
A,,,Anthony,H2NE02132,,Vargas,H,02,NE,DEM,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,32000,,Digital Advertising - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430097,True,24,2024-09-12T22:16:46,,,True,,479547.88,Washington,,Wavelength Strategy LLC,,"Wavelength Strategy LLC,",,DC,712 H St NE,Unit 526,,200023627,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430097,79,F24N,S,500528340
A,,,Robert,P40011793,F,Kennedy,P,00,,IND,,Jr,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00508440', 'committee_type': 'O', 'committee_type_full': 'Super PAC (Independent Expenditure-Only)', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-12-29', 'first_file_date': '2011-12-29', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2020-07-13', 'last_file_date': '2024-09-04', 'name': 'HUMAN RIGHTS CAMPAIGN EQUALITY VOTES', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1640 RHODE ISLAND AVE NW', 'street_2': None, 'treasurer_name': 'RINEFIERD, JAMES M.', 'zip': '200363231'}",C00508440,2024-05-07,ORG,63,,Advertising - press release,1807700,Rinefierd,James,M.,,,"{'amended_by': 1810367, 'amendment_chain': [1807700], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202408029666057233', 'committee_id': 'C00508440', 'committee_name': 'HUMAN RIGHTS CAMPAIGN EQUALITY VOTES', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/700/1807700.csv', 'ending_image_number': '202408029666057238', 'fec_file_id': 'FEC-1807700', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1807700.fec', 'file_number': 1807700, 'filed_date': '2024-08-02', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00508440/1807700/', 'is_amended': True, 'load_timestamp': '2024-08-02T16:15:32', 'most_recent': False, 'most_recent_filing': 1810367, 'pdf_url': 'https://docquery.fec.gov/pdf/233/202408029666057233/202408029666057233.pdf', 'receipt_date': '2024-08-02T16:15:27'}",F24,202408029666057236,True,24,2024-08-02T16:15:32,,"Disseminated in May, disbursed in June.",False,,296346.45,Washington,,Human Rights Campaign,,"Human Rights Campaign,",,DC,1640 Rhode Island Ave NW,,,200363200,https://docquery.fec.gov/cgi-bin/fecimg/?202408029666057236,8,F24N,O,500667468
