activity_or_event,administrative_activity_indicator,administrative_voter_drive_activity_indicator,committee,committee_id,cycle,direct_candidate_support_activity_indicator,disbursement_amount,disbursement_purpose,event_amount_year_to_date,event_purpose_date,exempt_activity_indicator,federal_share,file_number,filing_form,form_line_number,fundraising_activity_indicator,general_voter_drive_activity_indicator,image_number,line_number,link_id,memo_code,memo_text,nonfederal_share,original_sub_id,payee_city,payee_name,payee_state,payee_street_1,payee_street_2,payee_zip,pdf_url,public_comm_indicator,report_type,report_year,schedule_type,schedule_type_full,spender_committee_designation,spender_committee_name,spender_committee_type,sub_id,transaction_id
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,CONTRACT LABOR,,,N,6.0,,F3X,F3X-21A,N,,93038333612,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333612,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276615,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,FOOD FOR VICTORY PARTY,,,N,6.0,,F3X,F3X-21A,N,,93038333612,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333612,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276614,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,REIMBURSEMENT RE MISC HQ EXPENSE,,,N,6.0,,F3X,F3X-21A,N,,93038333612,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333612,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276613,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,CONTRACT LABOR,,,N,6.0,,F3X,F3X-21A,N,,93038333612,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333612,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276612,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,CONTRACT LABOR,,,N,6.0,,F3X,F3X-21A,N,,93038333611,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333611,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276611,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,CONTRACT LABOR,,,N,6.0,,F3X,F3X-21A,N,,93038333611,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333611,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276610,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,CONTRACT LABOR,,,N,6.0,,F3X,F3X-21A,N,,93038333611,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333611,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276609,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,CONTRACT LABOR,,,N,6.0,,F3X,F3X-21A,N,,93038333611,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333611,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276608,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,GASOLINE REIMBURSEMENT,,,N,6.0,,F3X,F3X-21A,N,,93038333611,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333611,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276607,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,CONTRACT LABOR,,,N,6.0,,F3X,F3X-21A,N,,93038333611,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333611,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276606,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,CONTRACT LABOR,,,N,6.0,,F3X,F3X-21A,N,,93038333610,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333610,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276605,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,CONTRACT LABOR,,,N,6.0,,F3X,F3X-21A,N,,93038333610,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333610,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276604,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,CONTRACT LABOR,,,N,6.0,,F3X,F3X-21A,N,,93038333610,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333610,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276603,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,CONTRACT LABOR,,,N,6.0,,F3X,F3X-21A,N,,93038333610,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333610,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276602,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,CONTRACT LABOR,,,N,6.0,,F3X,F3X-21A,N,,93038333610,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333610,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276601,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,CONTRACT LABOR,,,N,6.0,,F3X,F3X-21A,N,,93038333610,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333610,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276600,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,RADIO ADVERTISING,,,N,6.0,,F3X,F3X-21A,N,,93038333609,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333609,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276599,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,LOUD SPEAKER SYSTEM RENTAL & SET UP,,,N,6.0,,F3X,F3X-21A,N,,93038333609,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333609,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276598,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,ADVERTISING,,,N,6.0,,F3X,F3X-21A,N,,93038333609,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333609,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276597,
