amendment_indicator,back_reference_schedule_name,back_reference_transaction_id,beneficiary_committee_name,candidate_office,candidate_office_district,committee,committee_id,disbursement_amount,disbursement_date,disbursement_description,disbursement_type,entity_type,file_number,filing,image_number,line_number,load_timestamp,memo_code,memo_text,pdf_url,recipient_city,recipient_name,recipient_prefix,recipient_state,recipient_suffix,recipient_zip,related_line_number,report_type,semi_annual_bundled_refund,transaction_id
N,SB23,SB23.I15674,,,,"{'affiliated_committee_name': 'TEAM STAND FOR AMERICA', 'candidate_ids': ['P40010977'], 'city': 'DANIEL ISLAND', 'committee_id': 'C00833392', 'committee_type': 'P', 'committee_type_full': 'Presidential', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2023-02-14', 'first_file_date': '2023-02-14', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-06-28', 'last_file_date': '2024-07-15', 'name': 'NIKKI HALEY FOR PRESIDENT INC.', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'SC', 'state_full': 'South Carolina', 'street_1': '186 SEVEN FARMS DR', 'street_2': 'STE F-370', 'treasurer_name': 'DIEHR, SARA', 'zip': '29492'}",C00833392,51.45,2024-12-21,TAXI,,ORG,1781583,"{'amendment_number': 1, 'amends_file': 1765873, 'beginning_image_number': '202405089645532996', 'committee_id': 'C00833392', 'committee_name': 'NIKKI HALEY FOR PRESIDENT INC.', 'coverage_end_date': '2024-02-29', 'coverage_start_date': '2024-02-01', 'csv_url': 'https://docquery.fec.gov/csv/583/1781583.csv', 'document_description': 'MARCH MONTHLY 2024', 'ending_image_number': '202405089645562365', 'fec_file_id': 'FEC-1781583', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1781583.fec', 'file_number': 1781583, 'filed_date': '2024-05-08', 'form_type': 'F3PA', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00833392/1781583/', 'load_timestamp': '2024-05-08T13:21:35', 'pdf_url': 'https://docquery.fec.gov/pdf/996/202405089645532996/202405089645532996.pdf', 'receipt_date': '2024-05-08T13:21:28'}",202405089645562198,23,2024-05-08T13:35:13,X,,https://docquery.fec.gov/cgi-bin/fecimg/?202405089645562198,SAN FRANCISCO,UBER,,CA,,94103,87583,F3PA,,SB23.I15935
N,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4FL25030'], 'city': 'JENSEN BEACH', 'committee_id': 'C00835082', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2023-03-10', 'first_file_date': '2023-03-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-10', 'last_file_date': '2024-08-07', 'name': 'EDDY FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'FL', 'state_full': 'Florida', 'street_1': '2055 NW DIAMOND CREEK WAY', 'street_2': None, 'treasurer_name': 'MILLNER, MICHAEL', 'zip': '34957'}",C00835082,580.0,2024-12-18,In Kind - Campaign Pens,,ORG,1793587,"{'amendment_number': 1, 'amends_file': 1742386, 'beginning_image_number': '202407039652560702', 'committee_id': 'C00835082', 'committee_name': 'EDDY FOR CONGRESS', 'coverage_end_date': '2023-12-31', 'coverage_start_date': '2023-10-01', 'csv_url': 'https://docquery.fec.gov/csv/587/1793587.csv', 'document_description': 'YEAR-END 2023', 'ending_image_number': '202407039652560748', 'fec_file_id': 'FEC-1793587', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1793587.fec', 'file_number': 1793587, 'filed_date': '2024-07-03', 'form_type': 'F3A', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00835082/1793587/', 'load_timestamp': '2024-07-03T14:31:15', 'pdf_url': 'https://docquery.fec.gov/pdf/702/202407039652560702/202407039652560702.pdf', 'receipt_date': '2024-07-03T14:31:08'}",202407039652560736,17,2024-07-03T14:31:21,X,,https://docquery.fec.gov/cgi-bin/fecimg/?202407039652560736,Weston,Kreativ Marketing Miami,,FL,,33327,90,F3A,,SB17.4876
N,SB23,SB23.I15674,,,,"{'affiliated_committee_name': 'TEAM STAND FOR AMERICA', 'candidate_ids': ['P40010977'], 'city': 'DANIEL ISLAND', 'committee_id': 'C00833392', 'committee_type': 'P', 'committee_type_full': 'Presidential', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2023-02-14', 'first_file_date': '2023-02-14', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-06-28', 'last_file_date': '2024-07-15', 'name': 'NIKKI HALEY FOR PRESIDENT INC.', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'SC', 'state_full': 'South Carolina', 'street_1': '186 SEVEN FARMS DR', 'street_2': 'STE F-370', 'treasurer_name': 'DIEHR, SARA', 'zip': '29492'}",C00833392,30.95,2024-12-17,TAXI,,ORG,1781583,"{'amendment_number': 1, 'amends_file': 1765873, 'beginning_image_number': '202405089645532996', 'committee_id': 'C00833392', 'committee_name': 'NIKKI HALEY FOR PRESIDENT INC.', 'coverage_end_date': '2024-02-29', 'coverage_start_date': '2024-02-01', 'csv_url': 'https://docquery.fec.gov/csv/583/1781583.csv', 'document_description': 'MARCH MONTHLY 2024', 'ending_image_number': '202405089645562365', 'fec_file_id': 'FEC-1781583', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1781583.fec', 'file_number': 1781583, 'filed_date': '2024-05-08', 'form_type': 'F3PA', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00833392/1781583/', 'load_timestamp': '2024-05-08T13:21:35', 'pdf_url': 'https://docquery.fec.gov/pdf/996/202405089645532996/202405089645532996.pdf', 'receipt_date': '2024-05-08T13:21:28'}",202405089645562199,23,2024-05-08T13:35:13,X,,https://docquery.fec.gov/cgi-bin/fecimg/?202405089645562199,SAN FRANCISCO,UBER,,CA,,94103,87585,F3PA,,SB23.I15937
N,SB23,SB23.I15674,,,,"{'affiliated_committee_name': 'TEAM STAND FOR AMERICA', 'candidate_ids': ['P40010977'], 'city': 'DANIEL ISLAND', 'committee_id': 'C00833392', 'committee_type': 'P', 'committee_type_full': 'Presidential', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2023-02-14', 'first_file_date': '2023-02-14', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-06-28', 'last_file_date': '2024-07-15', 'name': 'NIKKI HALEY FOR PRESIDENT INC.', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'SC', 'state_full': 'South Carolina', 'street_1': '186 SEVEN FARMS DR', 'street_2': 'STE F-370', 'treasurer_name': 'DIEHR, SARA', 'zip': '29492'}",C00833392,16.56,2024-12-17,TAXI,,ORG,1781583,"{'amendment_number': 1, 'amends_file': 1765873, 'beginning_image_number': '202405089645532996', 'committee_id': 'C00833392', 'committee_name': 'NIKKI HALEY FOR PRESIDENT INC.', 'coverage_end_date': '2024-02-29', 'coverage_start_date': '2024-02-01', 'csv_url': 'https://docquery.fec.gov/csv/583/1781583.csv', 'document_description': 'MARCH MONTHLY 2024', 'ending_image_number': '202405089645562365', 'fec_file_id': 'FEC-1781583', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1781583.fec', 'file_number': 1781583, 'filed_date': '2024-05-08', 'form_type': 'F3PA', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00833392/1781583/', 'load_timestamp': '2024-05-08T13:21:35', 'pdf_url': 'https://docquery.fec.gov/pdf/996/202405089645532996/202405089645532996.pdf', 'receipt_date': '2024-05-08T13:21:28'}",202405089645562198,23,2024-05-08T13:35:13,X,,https://docquery.fec.gov/cgi-bin/fecimg/?202405089645562198,SAN FRANCISCO,UBER,,CA,,94103,87584,F3PA,,SB23.I15936
N,,,MICHAEL SAN NICOLAS FOR CONGRESS,H,00,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H8GU01020'], 'city': 'TAMUNING', 'committee_id': 'C00668335', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2018, 2020, 2022, 2024], 'cycles_has_activity': [2018, 2020, 2022, 2024], 'cycles_has_financial': [2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2018-02-01', 'first_file_date': '2018-02-01', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-05-05', 'last_file_date': '2024-07-22', 'name': 'MICHAEL SAN NICOLAS FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'GU', 'state_full': 'Guam', 'street_1': '415 CHALAN SAN ANTONIO SUITE 107', 'street_2': None, 'treasurer_name': 'ARRIOLA, ORLENE OFECIAR', 'zip': '96913'}",C00668335,990.0,2024-11-10,Radio Advertisement,,ORG,1802504,"{'amendment_number': 1, 'amends_file': 1772622, 'beginning_image_number': '202407159661160069', 'committee_id': 'C00668335', 'committee_name': 'MICHAEL SAN NICOLAS FOR CONGRESS', 'coverage_end_date': '2024-03-31', 'coverage_start_date': '2024-01-01', 'csv_url': 'https://docquery.fec.gov/csv/504/1802504.csv', 'document_description': 'APRIL QUARTERLY 2024', 'ending_image_number': '202407159661160089', 'fec_file_id': 'FEC-1802504', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1802504.fec', 'file_number': 1802504, 'filed_date': '2024-07-15', 'form_type': 'F3A', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00668335/1802504/', 'load_timestamp': '2024-07-15T23:54:27', 'pdf_url': 'https://docquery.fec.gov/pdf/069/202407159661160069/202407159661160069.pdf', 'receipt_date': '2024-07-15T23:54:17'}",202407159661160074,17,2024-07-15T23:54:29,X,,https://docquery.fec.gov/cgi-bin/fecimg/?202407159661160074,Tamuning,Inter-Island Communication,,GU,,96913,5,F3A,,SB17.6043
A,,,Pakistani American Republican PAC,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'HUDSON', 'committee_id': 'C00840454', 'committee_type': 'V', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Nonqualified', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'T', 'first_f1_date': '2023-05-16', 'first_file_date': '2023-05-16', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-05-16', 'last_file_date': '2024-09-11', 'name': 'PAKISTANI AMERICAN REPUBLICAN PAC', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'WI', 'state_full': 'Wisconsin', 'street_1': 'PO BOX 183', 'street_2': None, 'treasurer_name': 'DATWYLER, THOMAS', 'zip': '54016'}",C00840454,1898.18,2024-09-11,Political Contribution,,PAC,1814923,"{'amended_by': None, 'amendment_chain': [1814923], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409119675418573', 'committee_id': 'C00840454', 'committee_name': 'PAKISTANI AMERICAN REPUBLICAN PAC', 'coverage_end_date': '2024-09-11', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/923/1814923.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409119675418580', 'fec_file_id': 'FEC-1814923', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814923.fec', 'file_number': 1814923, 'filed_date': '2024-09-11', 'form_type': 'F3XT', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00840454/1814923/', 'is_amended': False, 'load_timestamp': '2024-09-11T14:58:21', 'most_recent': True, 'most_recent_filing': 1814923, 'pdf_url': 'https://docquery.fec.gov/pdf/573/202409119675418573/202409119675418573.pdf', 'receipt_date': '2024-09-11T14:58:18'}",202409119675418580,23,2024-09-11T14:58:21,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409119675418580,WASHINGTON,PAK-AMERICAN COALITION SUPER PAC,,DC,,20003,5,F3XT,,SB23.4134
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['S4WY00162'], 'city': 'MILLS', 'committee_id': 'C00848796', 'committee_type': 'S', 'committee_type_full': 'Senate', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2023-08-23', 'first_file_date': '2023-08-23', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-06-20', 'last_file_date': '2024-09-13', 'name': 'REID RASNER FOR WYOMING', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'WY', 'state_full': 'Wyoming', 'street_1': 'PO BOX 1900', 'street_2': None, 'treasurer_name': 'DATWYLER, THOMAS', 'zip': '82644'}",C00848796,2050.0,2024-09-11,COMPLIANCE CONSULTING,,ORG,1814946,"{'amended_by': None, 'amendment_chain': [1814946], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409119675419251', 'committee_id': 'C00848796', 'committee_name': 'REID RASNER FOR WYOMING', 'coverage_end_date': '2024-09-11', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/946/1814946.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409119675419265', 'fec_file_id': 'FEC-1814946', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814946.fec', 'file_number': 1814946, 'filed_date': '2024-09-11', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00848796/1814946/', 'is_amended': False, 'load_timestamp': '2024-09-11T16:27:04', 'most_recent': True, 'most_recent_filing': 1814946, 'pdf_url': 'https://docquery.fec.gov/pdf/251/202409119675419251/202409119675419251.pdf', 'receipt_date': '2024-09-11T16:26:59'}",202409119675419258,17,2024-09-11T16:27:04,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409119675419258,KANSAS CITY,"AXCAPITAL, LLC",,MO,,641121244,6,F3T,,B11F7A572A6D54579B34
A,,,,,,"{'affiliated_committee_name': 'WAGING PEACE', 'candidate_ids': [], 'city': 'ATHENS', 'committee_id': 'C00657262', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2024, 'cycles': [2018, 2020, 2022, 2024], 'cycles_has_activity': [2018, 2020, 2022, 2024], 'cycles_has_financial': [2018, 2020, 2022, 2024], 'designation': 'D', 'designation_full': 'Leadership PAC', 'filing_frequency': 'M', 'first_f1_date': '2017-10-05', 'first_file_date': '2017-10-05', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-05-13', 'last_file_date': '2024-09-10', 'name': 'GO PAC GO', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'GA', 'state_full': 'Georgia', 'street_1': '824 S MILLEDGE AVE STE 101', 'street_2': None, 'treasurer_name': 'KILGORE, PAUL', 'zip': '30605'}",C00657262,61278.1,2024-09-10,TRANSFER TO AFFILIATED,,PAC,1814680,"{'amended_by': None, 'amendment_chain': [1814680], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409109675399566', 'committee_id': 'C00657262', 'committee_name': 'GO PAC GO', 'coverage_end_date': '2024-09-30', 'coverage_start_date': '2024-09-01', 'csv_url': 'https://docquery.fec.gov/csv/680/1814680.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409109675399572', 'fec_file_id': 'FEC-1814680', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814680.fec', 'file_number': 1814680, 'filed_date': '2024-09-10', 'form_type': 'F3XT', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00657262/1814680/', 'is_amended': False, 'load_timestamp': '2024-09-10T11:52:07', 'most_recent': True, 'most_recent_filing': 1814680, 'pdf_url': 'https://docquery.fec.gov/pdf/566/202409109675399566/202409109675399566.pdf', 'receipt_date': '2024-09-10T11:52:03'}",202409109675399572,22,2024-09-10T11:52:11,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675399572,ATHENS,WAGING PEACE,,GA,,30605,5,F3XT,,SB22.I12001
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'ALEXANDRIA', 'committee_id': 'C00867291', 'committee_type': 'O', 'committee_type_full': 'Super PAC (Independent Expenditure-Only)', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'T', 'first_f1_date': '2024-01-26', 'first_file_date': '2024-01-26', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-01-26', 'last_file_date': '2024-09-10', 'name': 'ARIZONANS FOR A SECURE AMERICA', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'VA', 'state_full': 'Virginia', 'street_1': 'PO BOX 26141', 'street_2': None, 'treasurer_name': 'MARSTON, CHRIS', 'zip': '22313'}",C00867291,16000.0,2024-09-10,Contribution,,ORG,1814791,"{'amended_by': None, 'amendment_chain': [1814791], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409109675403983', 'committee_id': 'C00867291', 'committee_name': 'ARIZONANS FOR A SECURE AMERICA', 'coverage_end_date': '2024-09-10', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/791/1814791.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409109675403992', 'fec_file_id': 'FEC-1814791', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814791.fec', 'file_number': 1814791, 'filed_date': '2024-09-10', 'form_type': 'F3XT', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00867291/1814791/', 'is_amended': False, 'load_timestamp': '2024-09-10T19:13:22', 'most_recent': True, 'most_recent_filing': 1814791, 'pdf_url': 'https://docquery.fec.gov/pdf/983/202409109675403983/202409109675403983.pdf', 'receipt_date': '2024-09-10T19:13:18'}",202409109675403992,29,2024-09-10T19:13:22,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675403992,Washington,Secure America Initiative Inc,,DC,,20001,8,F3XT,,SB29.4125
A,,,,H,14,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4FL14141'], 'city': 'LAKELAND', 'committee_id': 'C00857102', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2023-11-16', 'first_file_date': '2023-11-16', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-11-16', 'last_file_date': '2024-09-12', 'name': 'JOHN PETERS FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'FL', 'state_full': 'Florida', 'street_1': 'PO BOX 6934', 'street_2': None, 'treasurer_name': 'PETERS, JOHN', 'zip': '33807'}",C00857102,157.95,2024-09-10,Loan repayment,,CAN,1814792,"{'amended_by': None, 'amendment_chain': [1814792], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409109675403993', 'committee_id': 'C00857102', 'committee_name': 'JOHN PETERS FOR CONGRESS', 'coverage_end_date': '2024-09-30', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/792/1814792.csv', 'document_description': 'OCTOBER QUARTERLY 2024', 'ending_image_number': '202409109675404049', 'fec_file_id': 'FEC-1814792', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814792.fec', 'file_number': 1814792, 'filed_date': '2024-09-10', 'form_type': 'F3N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00857102/1814792/', 'is_amended': False, 'load_timestamp': '2024-09-10T19:17:42', 'most_recent': True, 'most_recent_filing': 1814792, 'pdf_url': 'https://docquery.fec.gov/pdf/993/202409109675403993/202409109675403993.pdf', 'receipt_date': '2024-09-10T19:17:37'}",202409109675404003,19A,2024-09-10T19:17:42,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675404003,Lakeland,Peters,,FL,,33807,18,F3N,,SB19A.4420
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4UT03278'], 'city': 'PROVO', 'committee_id': 'C00864538', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2024-01-05', 'first_file_date': '2024-01-05', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-01-05', 'last_file_date': '2024-09-11', 'name': 'CASE FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'UT', 'state_full': 'Utah', 'street_1': 'PO BOX 642', 'street_2': None, 'treasurer_name': 'WADSWORTH, HALEY', 'zip': '84603'}",C00864538,550.0,2024-09-10,COMPLIANCE CONSULTING,,ORG,1814871,"{'amended_by': None, 'amendment_chain': [1814871], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409119675417464', 'committee_id': 'C00864538', 'committee_name': 'CASE FOR CONGRESS', 'coverage_end_date': '2024-09-11', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/871/1814871.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409119675417484', 'fec_file_id': 'FEC-1814871', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814871.fec', 'file_number': 1814871, 'filed_date': '2024-09-11', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00864538/1814871/', 'is_amended': False, 'load_timestamp': '2024-09-11T12:04:48', 'most_recent': True, 'most_recent_filing': 1814871, 'pdf_url': 'https://docquery.fec.gov/pdf/464/202409119675417464/202409119675417464.pdf', 'receipt_date': '2024-09-11T12:04:44'}",202409119675417470,17,2024-09-11T12:04:49,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409119675417470,HUDSON,"AXCAPITAL, LLC",,WI,,540160183,6,F3T,,B851B21DC73E945088F9
A,SC/10,CC1307F8BB8CC4875A46,CASE FOR CONGRESS,H,03,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4UT03278'], 'city': 'PROVO', 'committee_id': 'C00864538', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2024-01-05', 'first_file_date': '2024-01-05', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-01-05', 'last_file_date': '2024-09-11', 'name': 'CASE FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'UT', 'state_full': 'Utah', 'street_1': 'PO BOX 642', 'street_2': None, 'treasurer_name': 'WADSWORTH, HALEY', 'zip': '84603'}",C00864538,20430.15,2024-09-10,LOAN REPAYMENT: LOAN RECEIVED,,CAN,1814871,"{'amended_by': None, 'amendment_chain': [1814871], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409119675417464', 'committee_id': 'C00864538', 'committee_name': 'CASE FOR CONGRESS', 'coverage_end_date': '2024-09-11', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/871/1814871.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409119675417484', 'fec_file_id': 'FEC-1814871', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814871.fec', 'file_number': 1814871, 'filed_date': '2024-09-11', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00864538/1814871/', 'is_amended': False, 'load_timestamp': '2024-09-11T12:04:48', 'most_recent': True, 'most_recent_filing': 1814871, 'pdf_url': 'https://docquery.fec.gov/pdf/464/202409119675417464/202409119675417464.pdf', 'receipt_date': '2024-09-11T12:04:44'}",202409119675417473,19A,2024-09-11T12:04:49,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409119675417473,PROVO,LAWRENCE,,UT,,846030642,11,F3T,,B2AC8FDF03C7643EEABC
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4GA02102'], 'city': 'BUTLER', 'committee_id': 'C00842682', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2023-06-11', 'first_file_date': '2023-06-11', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-06-11', 'last_file_date': '2024-09-11', 'name': 'CHUCK HAND FOR GEORGIA', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'GA', 'state_full': 'Georgia', 'street_1': '382 ROBINSON ROAD', 'street_2': None, 'treasurer_name': 'DATWYLER, THOMAS', 'zip': '31006'}",C00842682,113.06,2024-09-10,COMPLIANCE CONSULTING,,ORG,1814875,"{'amended_by': None, 'amendment_chain': [1814875], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409119675417587', 'committee_id': 'C00842682', 'committee_name': 'CHUCK HAND FOR GEORGIA', 'coverage_end_date': '2024-09-11', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/875/1814875.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409119675417605', 'fec_file_id': 'FEC-1814875', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814875.fec', 'file_number': 1814875, 'filed_date': '2024-09-11', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00842682/1814875/', 'is_amended': False, 'load_timestamp': '2024-09-11T12:30:32', 'most_recent': True, 'most_recent_filing': 1814875, 'pdf_url': 'https://docquery.fec.gov/pdf/587/202409119675417587/202409119675417587.pdf', 'receipt_date': '2024-09-11T12:30:28'}",202409119675417598,17,2024-09-11T12:30:32,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409119675417598,KANSAS CITY,"AXCAPITAL, LLC",,MO,,641121244,21,F3T,,B699420ED511D4BE698A
